"","date","adType","category","placement","keywords","body","ageMean","clickThroughRate","clickPerDollar"
"2321","3/26/2013","Photo Post","eCom","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0254588887579328,159.11805473708
"2322","3/26/2013","Photo Post","eCom","mobile","#American Eagle Outfitters","Check out a sneak peak of what's new in our stores!",44.5,0.026969174689614,168.557341810088
"2323","3/26/2013","Photo Post","Cosmetics","desktopfeed","#American Eagle Outfitters","Check out a sneak peak of what's new in our stores!",44.5,0.0271642851834598,169.776782396624
"2324","3/26/2013","Photo Post","Cosmetics","mobile","#American Eagle Outfitters","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,0.0271835464681287,169.897165425805
"2325","3/26/2013","Photo Post","Cosmetics","desktopfeed","#American Eagle Outfitters","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,0.0226139122576871,141.336951610545
"2326","3/26/2013","Photo Post","Cosmetics","mobile","#American Eagle Outfitters","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,0.0303708079145614,189.817549466009
"2327","3/26/2013","Photo Post","Cosmetics","mobile","#Shopping","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.024476184767967,152.976154799794
"2328","3/26/2013","Photo Post","High End","mobile","#Shopping","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0194103326878614,121.314579299134
"2329","3/26/2013","Photo Post","High End","mobile","#Shopping","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0199327038601827,124.579399126142
"2330","3/26/2013","Photo Post","General","mobile","#Lucky Brand Jeans","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.0318877364647702,199.298352904814
"2331","3/26/2013","Photo Post","High End","mobile","#Lucky Brand Jeans","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.0326182952939661,203.864345587288
"2332","3/26/2013","Photo Post","Retailer","mobile","#Abercrombie & Fitch","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0336564766990198,210.352979368874
"2333","3/26/2013","Photo Post","Department","desktopfeed","#Abercrombie & Fitch","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0307611518422639,192.25719901415
"2334","3/26/2013","Photo Post","Department","desktopfeed","#Abercrombie & Fitch","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0242508173410522,151.567608381576
"2335","3/26/2013","Photo Post","Department","mobile","#Lucky Brand Jeans","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0328264088988661,205.165055617913
"2336","3/26/2013","Photo Post","Retailer","mobile","#Lucky Brand Jeans","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.033440030073689,209.000187960556
"2337","3/26/2013","Photo Post","Department","desktopfeed","#Lucky Brand Jeans","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.025689358339006,160.558489618787
"2338","3/26/2013","Photo Post","Department","mobile","#Shopping","Click """"Like"""" to see what's new in our stores for Spring!!",52,0.0336277363325741,210.173352078588
"2339","3/26/2013","Photo Post","Department","mobile","#Shopping","Click """"Like"""" to see what's new in our stores for Spring!!",52,0.0340473281959759,212.795801224849
"2340","3/26/2013","Photo Post","Retailer","desktopfeed","#Shopping","Click """"Like"""" to see what's new in our stores for Spring!!",52,0.0289499476918873,180.937173074296
"2341","3/26/2013","Photo Post","Retailer","mobile","#Abercrombie & Fitch","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0223811979403679,139.882487127299
"2342","3/26/2013","Photo Post","General","mobile","#Abercrombie & Fitch","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0251837289771146,157.398306106967
"2343","3/26/2013","Photo Post","Retailer","mobile","#Abercrombie & Fitch","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0289590473141056,180.99404571316
"2344","3/26/2013","Photo Post","eCom","mobile","#Shopping","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0310865479380013,194.290924612508
"2345","3/26/2013","Photo Post","High End","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0291195626384965,181.997266490603
"2346","3/26/2013","Photo Post","Retailer","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0258876160564708,161.797600352942
"2347","3/26/2013","Photo Post","High End","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0239531224693663,149.707015433539
"2348","3/26/2013","Photo Post","High End","mobile","#Lululemon Athletica","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0296589843807336,185.368652379585
"2349","3/26/2013","Photo Post","eCom","mobile","#Lululemon Athletica","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0295102388763003,184.438992976877
"2350","3/26/2013","Photo Post","Retailer","mobile","#Lululemon Athletica","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0333770329726619,208.606456079137
"2351","3/26/2013","Photo Post","eCom","desktopfeed","#Lucky Brand Jeans","Check out a sneak peak of what's new in our stores!",27,0.0172908848598301,108.068030373938
"2352","3/26/2013","Photo Post","Cosmetics","desktopfeed","#Lucky Brand Jeans","Check out a sneak peak of what's new in our stores!",27,0.022561371604411,141.008572527569
"2353","3/26/2013","Photo Post","Cosmetics","mobile","#Lucky Brand Jeans","Check out a sneak peak of what's new in our stores!",27,0.0267841847048355,167.401154405222
"2354","3/26/2013","Photo Post","Cosmetics","mobile","#Shopping","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0329630627094695,206.019141934184
"2355","3/26/2013","Photo Post","Cosmetics","desktopfeed","#Shopping","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0218935873426925,136.834920891828
"2356","3/26/2013","Photo Post","Cosmetics","mobile","#Shopping","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0308240613785145,192.650383615716
"2357","3/26/2013","Photo Post","Cosmetics","desktopfeed","#Lululemon Athletica","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,0.023381219532078,146.132622075487
"2358","3/26/2013","Photo Post","High End","mobile","#Lululemon Athletica","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,0.0214023204940938,133.764503088086
"2359","3/26/2013","Photo Post","Retailer","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,0.027830305554004,173.939409712525
"2360","3/26/2013","Photo Post","Department","mobile","#American Eagle Outfitters","Click """"Like"""" to see what's new in our stores for Spring!!",52,0.0368632718595907,230.395449122442
"2361","3/26/2013","Photo Post","Department","mobile","#American Eagle Outfitters","Click """"Like"""" to see what's new in our stores for Spring!!",52,0.0320539962355588,200.337476472243
"2362","3/26/2013","Photo Post","Retailer","desktopfeed","#Shopping","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0295287309433205,184.554568395753
"2363","3/26/2013","Photo Post","Department","mobile","#American Eagle Outfitters","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.028368861895677,177.305386847981
"2364","3/26/2013","Photo Post","Department","desktopfeed","#American Eagle Outfitters","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0262226596964157,163.891623102598
"2365","3/26/2013","Photo Post","Retailer","desktopfeed","#American Eagle Outfitters","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0272239582262881,170.1497389143
"2366","3/26/2013","Photo Post","Retailer","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0257897103112632,161.185689445395
"2367","3/26/2013","Photo Post","General","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0236040266317331,147.525166448332
"2368","3/26/2013","Photo Post","Retailer","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0274288112376056,171.430070235035
"2369","3/26/2013","Photo Post","eCom","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Check out a sneak peak of what's new in our stores!",52,0.0281664557439774,176.040348399859
"2370","3/26/2013","Photo Post","High End","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Check out a sneak peak of what's new in our stores!",52,0.0292431081871178,182.769426169487
"2371","3/26/2013","Photo Post","High End","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Check out a sneak peak of what's new in our stores!",27,0.0169147410516164,105.717131572603
"2372","3/26/2013","Photo Post","Retailer","desktopfeed","#Lululemon Athletica","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0188067386091293,117.542116307058
"2373","3/26/2013","Photo Post","High End","desktopfeed","#Lululemon Athletica","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0133866087979446,83.6663049871536
"2374","3/26/2013","Photo Post","High End","mobile","#Lululemon Athletica","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.022202646364523,138.766539778268
"2375","3/26/2013","Photo Post","eCom","mobile","#American Eagle Outfitters","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0274258196655123,171.411372909452
"2376","3/26/2013","Photo Post","Retailer","desktopfeed","#American Eagle Outfitters","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0284355898811659,177.722436757287
"2377","3/26/2013","Photo Post","eCom","mobile","#American Eagle Outfitters","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0282797625107399,176.748515692124
"2378","3/26/2013","Photo Post","Cosmetics","mobile","#Lululemon Athletica","Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,0.0344218206661507,215.136379163442
"2379","3/26/2013","Photo Post","Cosmetics","desktopfeed","#American Eagle Outfitters","What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,0.0268792296248298,167.995185155186
"2380","3/26/2013","Photo Post","Cosmetics","mobile","#Lucky Brand Jeans","Click """"Like"""" to become a fan of Retail Store X!",27,0.0299860675306433,187.412922066521
"2381","3/26/2013","Photo Post","Cosmetics","desktopfeed","#Lucky Brand Jeans","Click """"Like"""" to become a fan of Retail Store X!",27,0.0264690260715637,165.431412947273
"2382","3/26/2013","Photo Post","High End","mobile","#Abercrombie & Fitch","Check out a sneak peak of what's new in our stores!",27,0.0192163468898409,120.102168061506
"2383","3/26/2013","Photo Post","High End","desktopfeed","#Abercrombie & Fitch","Check out a sneak peak of what's new in our stores!",27,0.0129562660073831,80.9766625461442
"2384","3/26/2013","Photo Post","General","desktopfeed","#Abercrombie & Fitch","Check out a sneak peak of what's new in our stores!",27,0.0154617460073274,96.6359125457961
"2385","3/26/2013","Photo Post","Cosmetics","desktopfeed","#Abercrombie & Fitch","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,0.023695699116188,148.098119476175
"2386","3/26/2013","Photo Post","High End","desktopfeed","#Abercrombie & Fitch","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,0.0213607564362868,133.504727726793
"2387","3/26/2013","Photo Post","Retailer","mobile","#Abercrombie & Fitch","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,0.0248261284197501,155.163302623438
"2388","3/26/2013","Photo Post","Department","mobile","#Shopping","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.023088935485251,144.305846782819
"2389","3/26/2013","Photo Post","Department","mobile","#Shopping","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.0231870516819669,144.919073012293
"2390","3/26/2013","Photo Post","Retailer","mobile","#Abercrombie & Fitch","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0232041442693076,145.025901683172
"2391","3/26/2013","Photo Post","Department","mobile","#Abercrombie & Fitch","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0214192642151229,133.870401344518
"2392","3/26/2013","Photo Post","Department","mobile","#Abercrombie & Fitch","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0188337013548346,117.710633467716
"2393","3/26/2013","Photo Post","Department","desktopfeed","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.015976083092033,99.8505193252061
"2394","3/26/2013","Photo Post","Retailer","desktopfeed","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0174396561824235,108.997851140147
"2395","3/26/2013","Photo Post","General","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0235945027528113,147.465642205071
"2396","3/26/2013","Photo Post","Retailer","desktopfeed","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0232433586933165,145.270991833228
"2397","3/26/2013","Photo Post","eCom","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0261132463125497,163.207789453436
"2398","3/26/2013","Photo Post","High End","desktopfeed","#Shopping","Check out a sneak peak of what's new in our stores!",34.5,0.0178719258077346,111.699536298341
"2399","3/26/2013","Photo Post","High End","desktopfeed","#Shopping","Check out a sneak peak of what's new in our stores!",34.5,0.0176836056907833,110.522535567396
"2400","3/26/2013","Photo Post","Retailer","desktopfeed","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0238803857360471,149.252410850294
"2401","3/26/2013","Photo Post","High End","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,0.0282230248677776,176.39390542361
"2402","3/26/2013","Photo Post","High End","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",44.5,0.0304207325611821,190.129578507388
"2403","3/26/2013","Photo Post","eCom","desktopfeed","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",44.5,0.0220655005455208,137.909378409505
"2404","3/26/2013","Photo Post","Retailer","desktopfeed","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",52,0.0291899983362932,182.437489601833
"2405","3/26/2013","Photo Post","eCom","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",52,0.0305199931578451,190.749957236532
"2406","3/26/2013","Photo Post","Cosmetics","mobile","#Lululemon Athletica","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0344908050089243,215.567531305777
"2407","3/26/2013","Photo Post","Cosmetics","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.0345631851205362,216.019907003351
"2408","3/26/2013","Photo Post","Cosmetics","mobile","#Lululemon Athletica","Check out a sneak peak of what's new in our stores!",52,0.0354146286908115,221.341429317572
"2409","3/26/2013","Photo Post","High End","desktopfeed","#Lululemon Athletica","Check out a sneak peak of what's new in our stores!",52,0.0235724194409223,147.327621505765
"2410","3/26/2013","Photo Post","High End","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.0276256939176236,172.660586985147
"2411","3/26/2013","Photo Post","General","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.0260277651778696,162.673532361685
"2412","3/26/2013","Photo Post","Cosmetics","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.0332408272132648,207.755170082905
"2413","3/26/2013","Photo Post","High End","desktopfeed","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Check out a sneak peak of what's new in our stores!",27,0.0187225990745009,117.016244215631
"2414","3/26/2013","Photo Post","Retailer","mobile","#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Check out a sneak peak of what's new in our stores!",27,0.0251649662583941,157.281039114963
"2415","3/26/2013","Photo Post","Department","mobile","#Abercrombie & Fitch","Check out a sneak peak of what's new in our stores!",52,0.0313762381765974,196.101488603734
"2416","3/26/2013","Photo Post","Department","desktopfeed","#Abercrombie & Fitch","Check out a sneak peak of what's new in our stores!",52,0.028905404622468,180.658778890425
"2417","3/26/2013","Photo Post","Department","mobile","#Abercrombie & Fitch","Check out a sneak peak of what's new in our stores!",52,0.0371998584760225,232.49911547514
"2418","3/26/2013","Photo Post","Department","mobile","#Abercrombie & Fitch","Click """"Like"""" to become a fan of Retail Store X!",27,0.0227191100157142,141.994437598214
"2419","3/26/2013","Photo Post","Department","mobile","#Lucky Brand Jeans","Click """"Like"""" to become a fan of Retail Store X!",44.5,0.0317292937691695,198.30808605731
"2420","3/26/2013","Photo Post","Department","desktopfeed","#Lucky Brand Jeans","Click """"Like"""" to become a fan of Retail Store X!",44.5,0.0232009530940961,145.005956838101
"2421","3/26/2013","Photo Post","Retailer","mobile","#Lucky Brand Jeans","Click """"Like"""" to become a fan of Retail Store X!",44.5,0.03061139559837,191.321222489812
"2422","3/26/2013","Photo Post","Retailer","mobile","#Abercrombie & Fitch","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0319831895947557,199.894934967223
"2423","3/26/2013","Photo Post","General","desktopfeed","#Abercrombie & Fitch","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0211460420088754,132.162762555472
"2424","3/26/2013","Link Post","Retailer","desktopfeed","#Sears","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0158416577824627,99.0103611403919
"2425","3/26/2013","Link Post","eCom","desktopfeed","#Sears","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.0157602668443262,98.501667777039
"2426","3/26/2013","Link Post","High End","desktopfeed","#Sears","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0149121241050639,93.2007756566492
"2427","3/26/2013","Link Post","High End","desktopfeed","#Kmart","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0227961646730715,142.476029206697
"2428","3/26/2013","Link Post","Retailer","desktopfeed","#Kohl's","Click """"Like"""" to become a fan of Retail Store X!",34.5,0.0203635576539672,127.272235337295
"2429","3/26/2013","Link Post","High End","desktopfeed","#Kohl's","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0156017833576231,97.5111459851442
"2430","3/26/2013","Link Post","High End","desktopfeed","#Kohl's","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.018744198113039,117.151238206494
"2431","3/26/2013","Link Post","eCom","desktopfeed","#American Eagle Outfitters","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0149721129082132,93.5757056763324
"2432","3/26/2013","Link Post","Retailer","desktopfeed","#American Eagle Outfitters","Click """"Like"""" to become a fan of Retail Store X!",27,0.0173912282427248,108.69517651703
"2433","3/26/2013","Link Post","eCom","desktopfeed","#American Eagle Outfitters","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.0163430707937806,102.144192461129
"2434","3/26/2013","Link Post","Cosmetics","mobile","#Bebe stores","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.0392749450862957,245.468406789348
"2435","3/26/2013","Link Post","Cosmetics","desktopfeed","#Macy's","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.028850772498399,180.317328114994
"2436","3/26/2013","Link Post","Cosmetics","mobile","#Macy's","Click """"Like"""" to become a fan of Retail Store X!",44.5,0.0305444794767563,190.902996729727
"2437","3/26/2013","Link Post","Cosmetics","mobile","#Macy's","Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,0.0312710700634916,195.444187896822
"2438","3/26/2013","Link Post","High End","desktopfeed","#Bebe stores","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.0153508598807032,95.9428742543953
"2439","3/26/2013","Link Post","General","mobile","#Bebe stores","Click """"Like"""" to become a fan of Retail Store X!",27,0.02115607821715,132.225488857187
"2440","3/26/2013","Link Post","Cosmetics","desktopfeed","#Burlington Coat Factory","What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,0.0197650660271959,123.531662669974
"2441","3/26/2013","Link Post","High End","desktopfeed","#Burlington Coat Factory","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0202002636463635,126.251647789772
"2442","3/26/2013","Link Post","Retailer","desktopfeed","#Burlington Coat Factory","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.0186633502446349,116.645939028968
"2443","3/26/2013","Link Post","Department","mobile","#Nordstrom","Check out a sneak peak of what's new in our stores!",34.5,0.0221030016430964,138.143760269352
"2444","3/26/2013","Link Post","Department","mobile","#Gap (clothing retailer)","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,0.020301036612112,126.8814788257
"2445","3/26/2013","Link Post","Retailer","desktopfeed","#Gap (clothing retailer)","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0149929843994069,93.7061524962934
"2446","3/26/2013","Link Post","Department","desktopfeed","#Urban Outfitters","What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,0.0170732697153126,106.707935720704
"2447","3/26/2013","Link Post","Department","mobile","#Urban Outfitters","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,0.0252716100880536,157.947563050335
"2448","3/26/2013","Link Post","Department","desktopfeed","#Fashion","Check out a sneak peak of what's new in our stores!",52,0.0251610009556396,157.256255972748
"2449","3/26/2013","Link Post","Retailer","desktopfeed","#Dillard's","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.0154280841334529,96.4255258340805
"2450","3/26/2013","Link Post","Retailer","desktopfeed","#Dillard's","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.015488062399593,96.8003899974561
"2451","3/26/2013","Link Post","General","mobile","#Dillard's","Check out a sneak peak of what's new in our stores!",27,0.0227078200505562,141.923875315976
"2452","3/26/2013","Link Post","Retailer","mobile","#Fashion","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.0255617479371768,159.760924607355
"2453","3/26/2013","Link Post","eCom","desktopfeed","#Fashion","Click """"Like"""" to become a fan of Retail Store X!",34.5,0.0220974673026441,138.109170641525
"2454","3/26/2013","Link Post","High End","desktopfeed","#Fashion","Click """"Like"""" to become a fan of Retail Store X!",34.5,0.0190130219983235,118.831387489522
"2455","3/26/2013","Link Post","High End","desktopfeed","#American Eagle Outfitters","Click """"Like"""" to become a fan of Retail Store X!",34.5,0.0163786649507658,102.366655942286
"2456","3/26/2013","Link Post","Retailer","desktopfeed","#American Eagle Outfitters","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.0206893885604089,129.308678502556
"2457","3/26/2013","Link Post","High End","desktopfeed","#Urban Outfitters","Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,0.0166614437406019,104.134023378762
"2458","3/26/2013","Link Post","High End","desktopfeed","#Urban Outfitters","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,0.0173422714312371,108.389196445232
"2459","3/26/2013","Link Post","eCom","desktopfeed","#Urban Outfitters","Check out a sneak peak of what's new in our stores!",27,0.012470257884221,77.9391117763814
"2460","3/26/2013","Link Post","Retailer","mobile","#Zappos.com","Check out a sneak peak of what's new in our stores!",27,0.0191389178761984,119.61823672624
"2461","3/26/2013","Link Post","eCom","desktopfeed","#Zappos.com","Click """"Like"""" to see what's new in our stores for Spring!!",27,0.012112756334139,75.7047270883685
"2462","3/26/2013","Link Post","Cosmetics","desktopfeed","#Dillard's","What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,0.0248626041735169,155.39127608448
"2463","3/26/2013","Link Post","Cosmetics","mobile","#Dillard's","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.0298822674777947,186.764171736217
"2464","3/26/2013","Link Post","Cosmetics","mobile","#Dillard's","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,0.0314267054930219,196.416909331387
"2465","3/26/2013","Link Post","Cosmetics","desktopfeed","#Gap (clothing retailer)","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,0.0224831799672857,140.519874795536
"2466","3/26/2013","Link Post","High End","mobile","#Nordstrom","Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,0.0289272042712157,180.795026695098
"2467","3/26/2013","Link Post","High End","desktopfeed","#Macy's","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,0.0257802036758889,161.126272974305
"2468","3/26/2013","Link Post","General","desktopfeed","#Macy's","Check out a sneak peak of what's new in our stores!",52,0.0223764099815972,139.852562384982
"2469","3/26/2013","Link Post","Cosmetics","desktopfeed","#American Eagle Outfitters","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.0279191930115734,174.494956322334
"2470","3/26/2013","Link Post","High End","desktopfeed","#American Eagle Outfitters","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.0219640113165064,137.275070728165
"2471","3/26/2013","Link Post","Retailer","mobile","#American Eagle Outfitters","Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,0.0260407823979787,162.754889987367
"2472","3/26/2013","Link Post","Department","desktopfeed","#Burlington Coat Factory","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,0.0198348077492312,123.967548432695
"2473","3/26/2013","Link Post","Department","mobile","#Dillard's","What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,0.0262839607679559,164.274754799725
"2474","3/26/2013","Link Post","Department","desktopfeed","#Dillard's","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.0197578272260528,123.48642016283
"2475","3/26/2013","Link Post","Department","mobile","#Anthropologie","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.0211325730255433,132.078581409645
"2476","3/26/2013","Link Post","Retailer","desktopfeed","#Zappos.com","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,0.0239649661220334,149.781038262709
"2477","3/26/2013","Link Post","General","desktopfeed","#Zappos.com","Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,0.0198407971158131,124.004981973832
"2478","3/26/2013","Link Post","Retailer","desktopfeed","#Sears","Check out a sneak peak of what's new in our stores!",34.5,0.0150284697710879,93.9279360692992
"2479","3/26/2013","Link Post","eCom","mobile","#Sears","What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,0.0207799698017077,129.874811260673
"2480","3/26/2013","Link Post","High End","mobile","#Sears","Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,0.0179299162131195,112.061976331997
"2481","3/26/2013","Link Post","High End","desktopfeed","#Fashion","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,0.0252881437488817,158.050898430511
